method,scenario_id,optimization_seed,training_terminated,computational_success,completed_updates,failure,runtime_seconds,terminated_at_utc,x_true,y_true,Q_true,observations_hash,reference_data_hash,reference_target_met,reference_error_estimate,evaluation_success,recovery_success,x_pred,y_pred,Q_pred,localization_error,relative_strength_error,signed_Q_error,signed_relative_Q_error,relative_l2,rmse,mae,negative_fraction,minimum_concentration,pde_rmse,pde_mae,bc_rmse,bc_maxabs,ic_rmse,ic_maxabs,pde_maxabs,ic_mae,bc_mae
B_revised,final_blind_v1_001,42,True,True,12000,,91.717928958009,2026-09-20T15:13:26.372336+00:00,0.474627350088808,0.5641658156887355,1.1121200588979083,9931457ff42a49dfdf5fdb2b0a773ce34292b0b78df5611cc0c5ca4fcd192893,79f51aaf60258456f521d4ad478a6453026b37a78faeec97be11b8bda36c2913,True,0.0077827592680276,True,True,0.4743936061859131,0.5643225312232971,1.1037509441375732,0.0002814177871306,0.0075253698495726,-0.0083691147603353,-0.0075253698495726,0.0201685643336117,0.001065720929557,0.0005788499874073,0.0,0.0,0.0045296561934667,0.0025089705516659,0.0,0.0,0.0,0.0,0.0593798980116844,0.0,0.0
B_revised,final_blind_v1_002,42,True,True,12000,,91.41431479196764,2026-09-20T15:13:26.068734+00:00,0.498907988567038,0.7307807772785597,1.3747651413585673,51e5758acd8ece8aae19b247a35b72462c98585e6c855385ccee7afedefa1200,ec2970f79f6e5e04b65eee3e5c0df1aa0569029017496ac540e8760e9852c536,True,0.0083359845195495,True,True,0.4969330728054046,0.7212965488433838,1.250967264175415,0.0096876664515324,0.0900502009098172,-0.1237978771831522,-0.0900502009098172,0.1047602069428123,0.0068417660727594,0.0021710699095457,0.0,0.0,0.005939664842477,0.002875449162658,0.0,0.0,0.0,0.0,0.0923483148217201,0.0,0.0
B_revised,final_blind_v1_003,42,True,True,12000,,90.3284396660165,2026-09-20T15:14:59.330112+00:00,0.5353784315055168,0.6131215077012746,1.0345640126793336,c7a5c1a2c259723892d25a78f5fb83b5b70d4f4d7eb0651ce51d7d976a2d7755,71d0fc65a6d63c8734d4118b522846d09b80fbc3882dc382d535916b5d4ee465,True,0.007696833807344,True,True,0.5335735082626343,0.6134591698646545,1.0276479721069336,0.0018362362727263,0.0066849808108912,-0.0069160405724,-0.0066849808108912,0.0285263296759596,0.0014019291567379,0.0006049919474236,0.0,0.0,0.0066955458200936,0.0029239633052169,0.0,0.0,0.0,0.0,0.1257064044475555,0.0,0.0
B_revised,final_blind_v1_004,42,True,True,12000,,90.17468370799908,2026-09-20T15:14:59.483207+00:00,0.7168439344813469,0.3327984332638125,0.8219700800168444,43bf1a48e0fdb9b763388bfffc7f11041177dadfcb102cca01e5e12a8f080ad8,1794295950a63bc6965c328adbc5870d2cd304477afab759055daf646fd8af0a,True,0.009090095232668,True,True,0.7040500044822693,0.3160679936408996,0.7079469561576843,0.0210616299178679,0.1387193118474864,-0.11402312385916,-0.1387193118474864,0.1897123963865639,0.0072044995296914,0.0021057783078636,0.0,0.0,0.0047916717677378,0.0018754497441223,0.0,0.0,0.0,0.0,0.0942396968603134,0.0,0.0
B_revised,final_blind_v1_005,42,True,True,12000,,90.1215302919736,2026-09-20T15:16:32.112608+00:00,0.2569786538992116,0.4285018320036125,0.8620094344192664,4f65d3ee0a3e3498bf757e0ff29d8030a5360d49664ee751d7cef1d9c501c887,957414c97756778a915c26c32ac6838fdce6dc96c6a72fcea6ac4f027f6a4e38,True,0.0078004377248099,True,True,0.2555313110351562,0.4293051958084106,0.8551942706108093,0.0016553533668046,0.007906135984519,-0.006815163808457,-0.007906135984519,0.0201617187418833,0.0008255341038301,0.0005363093116266,0.0,0.0,0.0041166284490261,0.0025687638656435,0.0,0.0,0.0,0.0,0.0252050161361694,0.0,0.0
B_revised,final_blind_v1_006,42,True,True,12000,,90.7587876250036,2026-09-20T15:16:32.830457+00:00,0.2505104186940489,0.6167414587489781,1.24647524708738,bfea2f836606009b11f39e2ff9c88fb7cf65a7071c4488db7445e5dfe7b2c645,a96acb8dbbc4588043a0d1de77c8a8f85560c9ef6658f026ba9680f628b9588b,True,0.0079063146993491,True,True,0.2512352466583252,0.6158195734024048,1.234546422958374,0.0011727097552351,0.0095700449382207,-0.011928824129006,-0.0095700449382207,0.0192924859819788,0.0011421427738402,0.0006362980787096,0.0,0.0,0.0043192280801692,0.0023168115967509,0.0,0.0,0.0,0.0,0.0715861320495605,0.0,0.0
B_revised,final_blind_v1_007,42,True,True,12000,,91.77161295799306,2026-09-20T15:18:06.419270+00:00,0.3940953873705297,0.4914456455058536,0.997808050913236,cbbe0687b1c77ea5f30fc68b8027b4a66a3e590404ce85bd0bc032d2be492258,64716539e64afced992c09278187b1f989f8b1a388a130c56d228fca1a58f63b,True,0.0085685079107034,True,True,0.3931145370006561,0.4914937019348144,0.991179585456848,0.0009820269183915,0.0066430266325484,-0.0066284654563878,-0.0066430266325484,0.0148432649636097,0.0007037250598018,0.0004625270340099,0.0,0.0,0.0036944531077336,0.0023452552077391,0.0,0.0,0.0,0.0,0.0251292586326599,0.0,0.0
B_revised,final_blind_v1_008,42,True,True,12000,,92.53275799995754,2026-09-20T15:18:07.976212+00:00,0.6583641952984207,0.7311222002316733,0.9680131891994131,73262090b4e3431c28ff9aca95e609bd29b9f64c703e74a61faa428727f23baa,cf77b4526e3e2e46f29e30b3701cf2e4598d99bfafe58e92f2d38b16b932ab2e,True,0.0087350537899805,True,False,0.5817387104034424,0.7502286434173584,0.5738130807876587,0.0789716474856537,0.4072259684165814,-0.3942001084117544,-0.4072259684165814,0.5340115852531356,0.024356156134009,0.0075783358483001,0.0,0.0,0.0108285346570281,0.0040749902435781,0.0,0.0,0.0,0.0,0.1649137437343597,0.0,0.0
B_revised,final_blind_v1_009,42,True,True,12000,,92.03615499997976,2026-09-20T15:19:41.146975+00:00,0.573719459743427,0.3647695262968245,1.0095717560068111,6f391ca04130baa098349b3d32cfe4eb3ac4c4d5c24beee8c619c75852222528,2dc3d6facc963eca946ce8743b5dc4f978021d8c1c96b453ed8728cfca6b0369,True,0.0076079591564115,True,True,0.5753178000450134,0.3833926320075989,0.8130620718002319,0.0186915691699319,0.1946465746861221,-0.1965096842065792,-0.1946465746861221,0.2245387787832437,0.010760737874964,0.003277403303361,0.0,0.0,0.0096404183781768,0.0035902388649689,0.0,0.0,0.0,0.0,0.2371176183223724,0.0,0.0
B_revised,final_blind_v1_010,42,True,True,12000,,91.5285587089602,2026-09-20T15:19:42.114796+00:00,0.7330400080830475,0.3435207939381917,0.8547894825968508,2bec3e23d15772c67759a075907c4e2488e0d11af918117a2d4fd0d2371c1ed4,af188b9fcd1cdf37f22c97c20ff42bc23959db3b07e8925d664da4a1506b26e1,True,0.0095108793807121,True,False,0.7107839584350586,0.3148136138916015,0.6633068919181824,0.0363240131615587,0.2240114023127007,-0.1914825906786684,-0.2240114023127007,0.3033396165537999,0.01186833768647,0.003454142842014,0.0,0.0,0.0050234290958738,0.002068244882799,0.0,0.0,0.0,0.0,0.0914607346057891,0.0,0.0
